physician_specialty,patient_volume,eligible_patients,research_interest,distance_to_site,active_trials,coordinator_load,screen_failure_rate,historical_enrollment,site_experience,visit_burden,eligibility_strictness,specialty_match,geographic_score,site_burden,capacity_score,patient_fit,match_score,match_label,match_score_noisy,physician_id,site_id,study_id,predicted_match,predicted_match_label
Allergy,562,32,5,42,2,21,0.22047023479894354,0.546559742977655,6,14,7,0.7,0.16000000000000003,0.4305752661812603,0.31122463616109,0.05693950177935943,0.36442227605893185,0,0.3595837584520098,PHY1210,SITE210,CRSsNP-001,0,Weak Match
Allergy,139,21,6,49,3,31,0.199590759664546,0.6775315158049753,8,11,8,0.7,0.020000000000000018,0.6959896623803445,0.20597658486782747,0.1510791366906475,0.3413661349081929,0,0.4015824480635454,PHY1211,SITE211,CRSsNP-001,0,Weak Match
Allergy,636,81,6,20,7,28,0.2489228394292191,0.7195877526931823,9,6,2,0.7,0.6,0.6858270566674544,0.22607500224966903,0.12735849056603774,0.3984719174246978,0,0.3548101768825487,PHY1212,SITE212,CRSsNP-001,0,Weak Match
ENT,360,51,6,13,2,39,0.20186550635598477,0.7266730902091716,3,10,9,1.0,0.74,0.882980094670645,0.08503521622166713,0.14166666666666666,0.42812570044393566,0,0.46957398091799907,PHY1213,SITE213,CRSsNP-001,0,Weak Match
Allergy,494,122,2,17,6,30,0.29558037057538084,0.33117965887870815,2,12,3,0.7,0.6599999999999999,0.7258703403934295,0.09078616715704041,0.24696356275303644,0.34331109008032423,0,0.3267570915152778,PHY1214,SITE214,CRSsNP-001,0,Weak Match
ENT,325,79,3,36,5,27,0.2629631525418742,0.8158486834110401,4,11,6,1.0,0.28,0.6317209723944532,0.30045995979988344,0.24307692307692308,0.4306891254897621,0,0.48887182664159234,PHY1215,SITE215,CRSsNP-001,0,Weak Match
ENT,223,53,6,33,1,26,0.4946277963117306,0.5749519888590289,8,5,6,1.0,0.33999999999999997,0.5692989176920509,0.24763244387669164,0.23766816143497757,0.4760136373648777,0,0.5633884844593372,PHY1216,SITE216,CRSsNP-001,0,Weak Match
Allergy,137,28,8,1,4,8,0.12237054005129028,0.45744964901772867,8,9,2,0.7,0.98,0.12286417709856501,0.40124547432713803,0.20437956204379562,0.5770575676665199,0,0.47666557268329746,PHY1217,SITE217,CRSsNP-001,0,Weak Match
Allergy,427,51,1,15,2,13,0.15687255055494065,0.44505870448780893,3,6,7,0.7,0.7,0.22225140724008477,0.3461437811109444,0.11943793911007025,0.401863100275698,0,0.33495634577024896,PHY1218,SITE218,CRSsNP-001,0,Weak Match
PrimaryCare,350,46,1,13,4,8,0.121130357563441,0.5898084677063703,4,10,9,0.3,0.74,0.12273897846918454,0.5174159788876154,0.13142857142857142,0.37306644078774753,0,0.35114096010125945,PHY1219,SITE219,CRSsNP-001,0,Weak Match
Allergy,275,43,2,17,1,11,0.3503364779929503,0.8320989236813756,3,11,1,0.7,0.6599999999999999,0.176163278188513,0.6855136495085312,0.15636363636363637,0.4945773111737641,0,0.5678485322159781,PHY1220,SITE220,CRSsNP-001,0,Weak Match
Allergy,701,151,6,24,2,27,0.12180371096548784,0.5270085490095882,2,11,8,0.7,0.52,0.5720423746430606,0.22553732717694955,0.21540656205420827,0.4237548684846359,0,0.45037817121803303,PHY1221,SITE221,CRSsNP-001,0,Weak Match
ENT,553,35,9,8,8,6,0.43457589495044935,0.749835448070126,4,7,2,1.0,0.84,0.1644770413038613,0.6265047321067966,0.06329113924050633,0.6436760271010998,0,0.5814384471525426,PHY1222,SITE222,CRSsNP-001,0,Weak Match
ENT,136,18,4,27,6,28,0.30477545227277114,0.35809123859233116,6,11,1,1.0,0.45999999999999996,0.6763227103738862,0.11590600154642378,0.1323529411764706,0.3946371645660138,0,0.4285831808381386,PHY1223,SITE223,CRSsNP-001,0,Weak Match
ENT,415,27,3,45,2,35,0.31080304983261353,0.585634021290637,5,9,8,1.0,0.09999999999999998,0.7930257538037833,0.12121116010348874,0.06506024096385542,0.31620471688128327,0,0.2705179802511939,PHY1224,SITE224,CRSsNP-001,0,Weak Match
ENT,787,120,8,23,6,35,0.32463780308487766,0.8950116842356415,3,12,2,1.0,0.54,0.8549934646255575,0.12978254345065493,0.15247776365946633,0.4525766031424418,0,0.4961031998532096,PHY1225,SITE200,CRSsNP-001,0,Weak Match
PrimaryCare,895,205,9,46,9,38,0.1683254825224843,0.7622626816754022,2,12,6,0.3,0.07999999999999996,0.9603555933824793,0.030219451701701365,0.22905027932960895,0.27027090083449457,0,0.29721915070219407,PHY1226,SITE201,CRSsNP-001,0,Weak Match
ENT,692,142,5,8,7,28,0.17907612124579503,0.4263170930643678,9,11,6,1.0,0.84,0.6787759061561675,0.13694332190973837,0.20520231213872833,0.4698116518010131,0,0.42390606107977147,PHY1227,SITE202,CRSsNP-001,0,Weak Match
PrimaryCare,213,20,9,8,9,30,0.2275269291492019,0.6008648842187465,1,10,5,0.3,0.84,0.7644285252561681,0.1415466268971919,0.09389671361502347,0.35434065125757747,0,0.35104292958148275,PHY1228,SITE203,CRSsNP-001,0,Weak Match
Allergy,139,34,2,26,5,20,0.33739856632874055,0.44017485818913993,9,6,8,0.7,0.48,0.46256974530680905,0.23656328614612868,0.2446043165467626,0.38020676183523544,0,0.4414409499146982,PHY1229,SITE204,CRSsNP-001,0,Weak Match
Allergy,400,73,3,47,7,17,0.18404711037608582,0.5457365563575056,1,10,3,0.7,0.06000000000000005,0.4016603420052246,0.3265358244861964,0.1825,0.3617661306967168,0,0.2671642653385542,PHY1230,SITE205,CRSsNP-001,0,Weak Match
Allergy,323,16,7,13,7,19,0.1465326908533045,0.768050414240979,7,13,4,0.7,0.74,0.44834908446955835,0.423695714189571,0.04953560371517028,0.47128813531975094,0,0.4863435756756867,PHY1231,SITE206,CRSsNP-001,0,Weak Match
Allergy,417,42,7,39,3,31,0.4880467545673729,0.7627348891742423,6,6,7,0.7,0.21999999999999997,0.7251098084493628,0.2096683397874615,0.10071942446043165,0.361602543227664,0,0.3062575771334819,PHY1232,SITE207,CRSsNP-001,0,Weak Match
ENT,448,45,6,37,7,8,0.10879272592384917,0.4368602267414311,7,5,7,1.0,0.26,0.16692177349086845,0.3639387429261285,0.10044642857142858,0.497207178378996,0,0.4963977979165555,PHY1233,SITE208,CRSsNP-001,0,Weak Match
ENT,214,13,6,49,1,20,0.42107896213440865,0.8533339908929161,3,9,8,1.0,0.020000000000000018,0.4104463623363787,0.5030861584729341,0.06074766355140187,0.46675951134879945,0,0.48964762319166344,PHY1234,SITE209,CRSsNP-001,0,Weak Match
Allergy,797,192,2,28,9,34,0.4152140598300088,0.6555409096588961,3,10,2,0.7,0.43999999999999995,0.8843276549011218,0.0758279543284964,0.24090338770388958,0.3009586723015595,0,0.40161712099797653,PHY1235,SITE210,CRSsNP-001,0,Weak Match
ENT,422,61,6,25,6,34,0.2188856455380384,0.5279545745772087,1,7,2,1.0,0.5,0.8190796511663428,0.09551772580083366,0.14454976303317535,0.41333302080182627,0,0.41201813175992524,PHY1236,SITE211,CRSsNP-001,0,Weak Match
ENT,667,152,4,16,5,7,0.15425064640292538,0.6011613484685164,4,12,4,1.0,0.6799999999999999,0.11598735259743227,0.5314342351757507,0.22788605697151423,0.5796596260182856,1,0.6529359089793819,PHY1237,SITE212,CRSsNP-001,0,Weak Match
Allergy,139,15,3,2,7,26,0.1582514586821694,0.6630427520626463,2,11,9,0.7,0.96,0.6261977295254162,0.24784688614273373,0.1079136690647482,0.3949280215421922,0,0.3529031122047419,PHY1238,SITE213,CRSsNP-001,0,Weak Match
ENT,965,72,2,18,5,26,0.378972646894877,0.6359343191074713,8,6,9,1.0,0.64,0.6181943923779187,0.24280328911456261,0.07461139896373056,0.3993940683260533,0,0.37464306517687945,PHY1239,SITE214,CRSsNP-001,0,Weak Match
PrimaryCare,139,20,1,17,5,16,0.3571226364344695,0.591843021321707,3,11,4,0.3,0.6599999999999999,0.36360914552423196,0.3766434860544413,0.14388489208633093,0.3159390056800478,0,0.34529193547248194,PHY1240,SITE215,CRSsNP-001,0,Weak Match
PrimaryCare,958,69,5,30,7,25,0.41309826970055474,0.6029596824536401,7,5,9,0.3,0.4,0.6266870237239016,0.22509267363125954,0.0720250521920668,0.27535609540187844,0,0.28544414782222655,PHY1241,SITE216,CRSsNP-001,0,Weak Match
PrimaryCare,848,124,2,39,7,8,0.47499246895964187,0.4058471462567317,7,13,3,0.3,0.21999999999999997,0.20389028929942896,0.323098854195099,0.14622641509433962,0.29278734568266185,0,0.2763664015912968,PHY1242,SITE217,CRSsNP-001,0,Weak Match
ENT,388,90,2,13,3,35,0.3767709453066368,0.7876397425828077,9,11,5,1.0,0.74,0.8148280972237579,0.145848749836248,0.23195876288659795,0.4096766309665233,0,0.391900908682139,PHY1243,SITE218,CRSsNP-001,0,Weak Match
ENT,361,55,7,32,3,35,0.1623406146205774,0.6250561919646093,6,10,9,1.0,0.36,0.7931809737056302,0.12927351300138715,0.1523545706371191,0.4256252478889942,0,0.4922899756849192,PHY1244,SITE219,CRSsNP-001,0,Weak Match
PrimaryCare,315,54,8,29,3,27,0.1973770467061643,0.37864791702282186,1,6,6,0.3,0.42000000000000004,0.5948144043533705,0.15342268179924762,0.17142857142857143,0.3360602387816553,0,0.32163813023027665,PHY1245,SITE220,CRSsNP-001,0,Weak Match
ENT,246,20,8,46,6,24,0.4368774923492459,0.7596942609496669,8,7,3,1.0,0.07999999999999996,0.5887068666661144,0.31245703296175903,0.08130081300813008,0.45194592317777293,0,0.40090345714196807,PHY1246,SITE221,CRSsNP-001,0,Weak Match
PrimaryCare,435,25,4,30,6,19,0.18372243033368343,0.8594663870264105,1,5,9,0.3,0.4,0.436960687894469,0.4839133633291763,0.05747126436781609,0.3274544199683424,0,0.2847106387554563,PHY1247,SITE222,CRSsNP-001,0,Weak Match
PrimaryCare,267,19,1,18,3,27,0.12900892678179257,0.8683841395421774,3,14,6,0.3,0.64,0.5879125209678907,0.3578502308954033,0.07116104868913857,0.2695690562545762,0,0.30306411303865705,PHY1248,SITE223,CRSsNP-001,0,Weak Match
PrimaryCare,191,32,7,13,3,32,0.38131202161690025,0.5214106394467037,5,9,4,0.3,0.74,0.7395726921363686,0.13578956912255966,0.16753926701570682,0.3340854613648018,0,0.44691158392542446,PHY1249,SITE224,CRSsNP-001,0,Weak Match
ENT,452,31,1,43,8,20,0.2610105421960568,0.38131012413645243,8,13,4,1.0,0.14,0.5002865392117365,0.19054580176582903,0.06858407079646017,0.33422652413110726,0,0.30802738996620804,PHY1250,SITE200,CRSsNP-001,0,Weak Match
ENT,670,83,4,21,8,25,0.4680160210183615,0.6110397759798392,9,10,8,1.0,0.5800000000000001,0.6473738354246585,0.21546861260674655,0.12388059701492538,0.42732648823261477,0,0.5347577645004529,PHY1251,SITE201,CRSsNP-001,0,Weak Match
PrimaryCare,670,107,8,30,7,19,0.36010202843746464,0.3675655376095324,7,9,7,0.3,0.4,0.4699092892016848,0.19484307709640192,0.15970149253731344,0.35190305963344026,0,0.35136102125544905,PHY1252,SITE202,CRSsNP-001,0,Weak Match
ENT,915,116,2,21,4,21,0.13616759111666432,0.8603924511075705,9,7,1,1.0,0.5800000000000001,0.45235029819191075,0.47119366928699197,0.126775956284153,0.4686976931092456,0,0.45470708161026385,PHY1253,SITE203,CRSsNP-001,0,Weak Match
ENT,780,64,6,48,4,17,0.47914262690146436,0.4101477764130876,3,9,6,1.0,0.040000000000000036,0.38602245870504787,0.2518215233296993,0.08205128205128205,0.42627487930825564,0,0.38076102572666803,PHY1254,SITE204,CRSsNP-001,0,Weak Match
Allergy,880,92,6,17,3,23,0.20342290545609837,0.4516595159706984,5,12,8,0.7,0.6599999999999999,0.4944729647904385,0.22832609603285278,0.10454545454545454,0.4183542863638903,0,0.4084535963514328,PHY1255,SITE205,CRSsNP-001,0,Weak Match
PrimaryCare,462,108,9,40,5,34,0.23488499616251432,0.5439819161309822,8,6,3,0.3,0.19999999999999996,0.8055520471223601,0.10577616999412552,0.23376623376623376,0.3140415877281476,0,0.27623455572054567,PHY1256,SITE206,CRSsNP-001,0,Weak Match
Allergy,656,121,5,19,3,22,0.2609041654734168,0.5298986811354756,1,9,9,0.7,0.62,0.4750378553512758,0.2781767480954097,0.18445121951219512,0.43124436896200313,0,0.38942532776146893,PHY1257,SITE207,CRSsNP-001,0,Weak Match
Allergy,444,66,4,15,8,18,0.1204897185617253,0.7767977354387334,8,10,2,0.7,0.7,0.43562482208998665,0.43840536013833065,0.14864864864864866,0.4512807519808296,0,0.3686782386005465,PHY1258,SITE208,CRSsNP-001,0,Weak Match
ENT,792,41,5,9,7,24,0.29860616889224195,0.5737900923305774,7,14,6,1.0,0.8200000000000001,0.5898908974374053,0.23531653982500145,0.05176767676767677,0.458016137413179,0,0.5463219716456597,PHY1259,SITE209,CRSsNP-001,0,Weak Match
Allergy,269,66,5,10,3,23,0.14932739643011692,0.40246095600200216,1,12,1,0.7,0.8,0.48901192687702943,0.20565274841469172,0.24535315985130113,0.4485676469580607,0,0.5017869440347595,PHY1260,SITE210,CRSsNP-001,0,Weak Match
PrimaryCare,455,83,8,44,9,11,0.2603881306753407,0.4603259372916445,6,12,2,0.3,0.12,0.28822496815670234,0.3276485086740561,0.1824175824175824,0.37431160052353657,0,0.3878916189046613,PHY1261,SITE211,CRSsNP-001,0,Weak Match
ENT,290,32,8,31,5,8,0.24028391519683373,0.6054680311125132,1,9,5,1.0,0.38,0.1499105091420715,0.5147020102991888,0.1103448275862069,0.5735355580421824,0,0.5663347599579783,PHY1262,SITE212,CRSsNP-001,0,Weak Match
Allergy,766,173,2,23,9,38,0.40913603337060134,0.38847235045568096,2,13,1,0.7,0.54,0.9846658470765314,0.005956894428426708,0.2258485639686684,0.28318693517019927,0,0.2829079202818594,PHY1263,SITE213,CRSsNP-001,0,Weak Match
PrimaryCare,521,52,7,30,7,6,0.42126820465309245,0.6669934053876085,5,8,8,0.3,0.4,0.14799083931920487,0.5682844915039217,0.09980806142034548,0.42880982972395026,0,0.3899643832793317,PHY1264,SITE214,CRSsNP-001,0,Weak Match
Allergy,799,126,8,33,7,9,0.16136515295563522,0.6394483839306876,2,13,1,0.7,0.33999999999999997,0.19746699850722188,0.513178430855601,0.15769712140175218,0.516313266670836,0,0.4596206916716077,PHY1265,SITE215,CRSsNP-001,0,Weak Match
Allergy,106,18,6,9,6,14,0.24662047495169048,0.7288213898293547,1,11,9,0.7,0.8200000000000001,0.31712063273740454,0.4976970895341152,0.16981132075471697,0.5222801848217618,0,0.5581508904833071,PHY1266,SITE216,CRSsNP-001,0,Weak Match
Allergy,232,21,5,47,2,36,0.2493412644127327,0.8626227692276207,6,10,3,0.7,0.06000000000000005,0.8120590221191616,0.16212216679091584,0.09051724137931035,0.2948478414910946,0,0.28173670673648166,PHY1267,SITE217,CRSsNP-001,0,Weak Match
ENT,846,207,9,1,9,17,0.16056417757443403,0.8473527366606934,8,8,2,1.0,0.98,0.4295752320740026,0.4833509881611348,0.24468085106382978,0.6478828871907842,1,0.6641696728422287,PHY1268,SITE218,CRSsNP-001,1,Strong Match
ENT,656,130,3,44,6,9,0.41938140202047625,0.8676453708412988,8,6,1,1.0,0.12,0.20837143109374257,0.6868528632372364,0.19817073170731708,0.5230761124649024,0,0.439954164283743,PHY1269,SITE219,CRSsNP-001,0,Weak Match
PrimaryCare,925,149,4,35,8,14,0.3828913313341693,0.44682935821422054,8,12,9,0.3,0.30000000000000004,0.3611629521483536,0.2854511480950185,0.16108108108108107,0.3112442046744386,0,0.2954727645757051,PHY1270,SITE220,CRSsNP-001,0,Weak Match
PrimaryCare,860,74,9,11,1,14,0.1761527145188139,0.37893918398361276,6,10,4,0.3,0.78,0.2342929520827723,0.2901564039082553,0.08604651162790698,0.42911361348035065,0,0.3714456232584783,PHY1271,SITE221,CRSsNP-001,0,Weak Match
PrimaryCare,130,7,6,34,5,31,0.24668876343751964,0.4813660202978691,3,7,1,0.3,0.31999999999999995,0.7310298236137369,0.12947310338587134,0.05384615384615385,0.24825317677733905,0,0.27245596439458586,PHY1272,SITE222,CRSsNP-001,0,Weak Match
PrimaryCare,634,72,8,16,1,25,0.1423220099426057,0.8370511036597887,1,11,1,0.3,0.6799999999999999,0.5084950765959688,0.41141473858956423,0.11356466876971609,0.407824607250745,0,0.45758849987960426,PHY1273,SITE223,CRSsNP-001,0,Weak Match
Allergy,525,105,7,9,8,12,0.35128263883721755,0.8832320847740931,2,14,7,0.7,0.8200000000000001,0.3074961085028057,0.6116416558012393,0.2,0.5685787203099674,1,0.6415636897706584,PHY1274,SITE224,CRSsNP-001,1,Strong Match
Allergy,493,51,2,32,8,5,0.14854876981944787,0.8155949706422856,5,11,2,0.7,0.36,0.11036414902013898,0.7255825257622445,0.10344827586206896,0.46594215921595217,0,0.43449317256865927,PHY1275,SITE200,CRSsNP-001,0,Weak Match
Allergy,771,121,3,15,1,32,0.49437366744996714,0.36601063267652617,5,10,7,0.7,0.7,0.7207009325770752,0.10222642837342844,0.1569390402075227,0.3426099524688588,0,0.2862149978672403,PHY1276,SITE201,CRSsNP-001,0,Weak Match
Allergy,462,90,1,12,9,18,0.4122728298751449,0.868456798835876,1,6,7,0.7,0.76,0.4802236134467267,0.4514033367765346,0.19480519480519481,0.421959604711933,0,0.40102992431331963,PHY1277,SITE202,CRSsNP-001,0,Weak Match
Allergy,536,38,9,33,2,25,0.25609541983359807,0.5540148164104717,1,12,9,0.7,0.33999999999999997,0.5351234717788674,0.25754848443596823,0.0708955223880597,0.4247212303063218,0,0.38975558420563616,PHY1278,SITE203,CRSsNP-001,0,Weak Match
Allergy,769,143,7,45,9,34,0.3314255729117418,0.3055861744574122,9,5,7,0.7,0.09999999999999998,0.8758690580229952,0.037932699690547904,0.1859557867360208,0.32148858081981524,0,0.3430502496271371,PHY1279,SITE204,CRSsNP-001,0,Weak Match
PrimaryCare,650,44,1,14,1,25,0.4645367264865635,0.5654362444489163,2,5,1,0.3,0.72,0.5410232256972145,0.2595221035510449,0.06769230769230769,0.26172517506356446,0,0.19158606045726934,PHY1280,SITE205,CRSsNP-001,0,Weak Match
ENT,181,43,3,8,9,13,0.3216397121583304,0.32764150180528057,7,10,8,1.0,0.84,0.34488431420273574,0.21464308715081196,0.23756906077348067,0.49683245120325903,0,0.409112698089222,PHY1281,SITE206,CRSsNP-001,0,Weak Match
ENT,455,67,4,8,4,21,0.16979939455918208,0.6263267526966705,4,9,8,1.0,0.84,0.45574548860610387,0.340881160761852,0.14725274725274726,0.5034148701049468,0,0.48609245523707806,PHY1282,SITE207,CRSsNP-001,0,Weak Match
ENT,357,28,4,27,9,9,0.25148134223246377,0.5031324164622308,7,13,4,1.0,0.45999999999999996,0.23684992212944347,0.38396554280235273,0.0784313725490196,0.4787159594847811,0,0.5150412627047523,PHY1283,SITE208,CRSsNP-001,0,Weak Match
Allergy,817,96,5,12,7,35,0.43725794601189816,0.5840609601564293,8,11,8,0.7,0.76,0.8815054354559004,0.06920804914094478,0.1175030599755202,0.3460668312764789,0,0.29469399672194796,PHY1284,SITE209,CRSsNP-001,0,Weak Match
ENT,688,91,3,1,6,23,0.3576852063958472,0.6679022164458703,5,6,4,1.0,0.98,0.5554743195145592,0.2968996872633347,0.13226744186046513,0.4798993659663274,0,0.5223550307466478,PHY1285,SITE210,CRSsNP-001,0,Weak Match
ENT,623,125,3,43,5,37,0.3602897537335201,0.8212806574906921,1,11,8,1.0,0.14,0.8939257154129727,0.08711675818848855,0.20064205457463885,0.3371912937400601,0,0.3554581804414068,PHY1286,SITE211,CRSsNP-001,0,Weak Match
Allergy,394,78,1,40,9,17,0.4467285942753957,0.6971409458831572,4,7,5,0.7,0.19999999999999996,0.4584640392450742,0.3775268919104333,0.19796954314720813,0.35415136024438126,0,0.43149113958135,PHY1287,SITE212,CRSsNP-001,0,Weak Match
ENT,323,55,7,42,2,18,0.45758922298500193,0.5604293210869085,3,5,4,1.0,0.16000000000000003,0.37879901523151294,0.34813924615232217,0.17027863777089783,0.4953176071500376,0,0.4552048738281831,PHY1288,SITE213,CRSsNP-001,0,Weak Match
Allergy,624,44,1,11,2,37,0.46791702871177454,0.7916567122022191,5,12,6,0.7,0.78,0.8593625794793979,0.11133655794194079,0.07051282051282051,0.2869592587686535,0,0.2066356654288104,PHY1289,SITE214,CRSsNP-001,0,Weak Match
ENT,145,11,2,39,9,33,0.13793967730126244,0.8433492825438793,6,7,2,1.0,0.21999999999999997,0.8310983675609128,0.14244307053799418,0.07586206896551724,0.31634429459288693,0,0.3462713826036424,PHY1290,SITE215,CRSsNP-001,0,Weak Match
ENT,766,52,4,43,3,14,0.31765040078524037,0.37185597985931834,2,12,2,1.0,0.14,0.2788629292730293,0.26815913204805625,0.06788511749347259,0.4167168128556765,0,0.4307105397479145,PHY1291,SITE216,CRSsNP-001,0,Weak Match
PrimaryCare,212,35,4,31,8,35,0.3962038084873275,0.6191597865316749,7,11,2,0.3,0.38,0.8925037141707121,0.06655737738700983,0.1650943396226415,0.22333468896599115,0,0.23345958932571712,PHY1292,SITE217,CRSsNP-001,0,Weak Match
ENT,332,74,5,17,9,10,0.40277073805080554,0.4707071758454665,3,6,9,1.0,0.6599999999999999,0.2773608008377009,0.3401514565929154,0.22289156626506024,0.5370171028010781,0,0.4846257175883639,PHY1293,SITE218,CRSsNP-001,0,Weak Match
ENT,116,15,2,33,8,5,0.34268648078800157,0.32823671872616844,1,5,3,1.0,0.33999999999999997,0.12996269646171166,0.2855781896827712,0.12931034482758622,0.44044695449727966,0,0.4792044848635629,PHY1294,SITE219,CRSsNP-001,0,Weak Match
Allergy,459,37,4,32,4,11,0.16671493407346966,0.7011280170683912,3,11,4,0.7,0.36,0.20305465742061177,0.5587607077545762,0.08061002178649238,0.4475991812554771,0,0.41592789090172355,PHY1295,SITE220,CRSsNP-001,0,Weak Match
Allergy,322,52,1,29,1,31,0.4189682215766658,0.8176624664755354,9,5,8,0.7,0.42000000000000004,0.6878506736712873,0.255232788074612,0.16149068322981366,0.3196341610552471,0,0.3297371849890787,PHY1296,SITE221,CRSsNP-001,0,Weak Match
ENT,965,204,2,21,4,25,0.38804453340597833,0.39774159268643644,6,10,4,1.0,0.5800000000000001,0.578729503561455,0.16755679820527264,0.21139896373056996,0.4164881502175515,0,0.3935097446300044,PHY1297,SITE222,CRSsNP-001,0,Weak Match
Allergy,799,158,1,21,9,32,0.13445430861961452,0.7874481945743403,6,14,7,0.7,0.5800000000000001,0.8055085684483823,0.15315192663550029,0.19774718397997496,0.3125163244772555,0,0.3302354039914723,PHY1298,SITE223,CRSsNP-001,0,Weak Match
ENT,547,123,4,40,2,20,0.2855239298697505,0.812037440122165,4,14,5,1.0,0.19999999999999996,0.41190460753789404,0.4775554770425685,0.22486288848263253,0.49053635677538243,0,0.43077983420963295,PHY1299,SITE224,CRSsNP-001,0,Weak Match
ENT,955,100,4,23,3,27,0.16959095980872144,0.8486042655998902,8,12,9,1.0,0.54,0.5920093494283981,0.34622260639993563,0.10471204188481675,0.4502215968083515,0,0.47520551217065116,PHY1300,SITE200,CRSsNP-001,0,Weak Match
Allergy,464,41,7,6,8,24,0.23499081828518875,0.45917105345163145,5,11,4,0.7,0.88,0.5986115815379073,0.1843059429485234,0.08836206896551724,0.43209054767729327,0,0.4649700106534904,PHY1301,SITE201,CRSsNP-001,0,Weak Match
Allergy,774,174,9,22,6,29,0.10723243688227418,0.8423718391139337,7,8,3,0.7,0.56,0.6816183363312651,0.2681957475647861,0.2248062015503876,0.4726788662674276,0,0.47847777418156245,PHY1302,SITE202,CRSsNP-001,0,Weak Match
Allergy,425,77,9,38,8,32,0.26013194736430334,0.4923976528418593,9,5,2,0.7,0.24,0.8030531827915971,0.0969761505280923,0.1811764705882353,0.3833840294735176,0,0.4655788657336023,PHY1303,SITE203,CRSsNP-001,0,Weak Match
Allergy,566,63,5,37,7,9,0.31995076846248416,0.6314028080733017,5,5,1,0.7,0.26,0.21347649863759804,0.4966131473758659,0.11130742049469965,0.4468018347350883,0,0.4571598507757073,PHY1304,SITE204,CRSsNP-001,0,Weak Match
PrimaryCare,513,101,1,45,5,25,0.34783303713083474,0.3303044824993693,5,8,6,0.3,0.09999999999999998,0.5898128484100993,0.1354866548337925,0.1968810916179337,0.20233631903023203,0,0.24827400703206545,PHY1305,SITE205,CRSsNP-001,0,Weak Match
Allergy,554,118,1,8,9,22,0.3653961380514841,0.32632865302124614,4,9,2,0.7,0.84,0.5764431077416216,0.1382187501285417,0.21299638989169675,0.36224853672447044,0,0.3668693766144228,PHY1306,SITE206,CRSsNP-001,0,Weak Match
ENT,685,118,6,41,4,10,0.43451652524098405,0.7322239276393219,6,11,8,1.0,0.18000000000000005,0.20485175973160236,0.5822265675448213,0.17226277372262774,0.547025830966461,0,0.5884957741666971,PHY1307,SITE207,CRSsNP-001,0,Weak Match
Allergy,332,62,2,49,6,33,0.18618516291029202,0.5666879867866746,2,8,6,0.7,0.020000000000000018,0.7905405343049473,0.11869816292814195,0.18674698795180722,0.2633723261430855,0,0.18670711036001425,PHY1308,SITE208,CRSsNP-001,0,Weak Match
ENT,323,40,8,35,2,23,0.14819272897538718,0.4537754252215306,3,14,5,1.0,0.30000000000000004,0.47375461321344337,0.23879722415993856,0.1238390092879257,0.4813437358326248,0,0.4829909757013791,PHY1309,SITE209,CRSsNP-001,0,Weak Match
ENT,930,146,9,11,2,37,0.44061486875917033,0.41424809761494613,1,5,2,1.0,0.78,0.8566063778407826,0.059400535189572175,0.15698924731182795,0.4784667810817932,0,0.4221200129418751,PHY1310,SITE210,CRSsNP-001,0,Weak Match
ENT,511,79,4,24,2,5,0.16264512595705996,0.7019720945155309,2,14,7,1.0,0.52,0.02093059947287198,0.6872793977640933,0.15459882583170254,0.5860125260634571,0,0.5930338858440464,PHY1311,SITE211,CRSsNP-001,0,Weak Match
ENT,671,147,5,49,7,7,0.4899040325344781,0.3002409264152039,2,11,2,1.0,0.020000000000000018,0.180157693240387,0.246150213695884,0.21907600596125187,0.4629832749054511,0,0.48219291040595474,PHY1312,SITE212,CRSsNP-001,0,Weak Match
PrimaryCare,434,94,8,21,2,25,0.43701529175945486,0.7835347015181127,8,6,5,0.3,0.5800000000000001,0.5533876548444466,0.3499362705557608,0.21658986175115208,0.40679595406449554,0,0.44717083471678826,PHY1313,SITE213,CRSsNP-001,0,Weak Match
PrimaryCare,321,69,3,2,2,39,0.30035064235583964,0.3475497636779573,8,6,2,0.3,0.96,0.892922344430124,0.03721481388850012,0.21495327102803738,0.27288904609169695,0,0.29738454241197604,PHY1314,SITE214,CRSsNP-001,0,Weak Match
Allergy,136,7,5,40,9,7,0.49256856996881015,0.4148937689448717,2,12,2,0.7,0.19999999999999996,0.2107122169658122,0.32747058308519633,0.051470588235294115,0.39229054197928154,0,0.37544789374042453,PHY1315,SITE215,CRSsNP-001,0,Weak Match
ENT,377,75,3,19,7,29,0.1389506916432017,0.5317418371794538,6,14,7,1.0,0.62,0.6999631175649775,0.15954216308759464,0.1989389920424403,0.4186468688716312,0,0.38096709445359067,PHY1316,SITE216,CRSsNP-001,0,Weak Match
ENT,295,59,3,39,3,24,0.22122630447004066,0.5909152438296622,5,14,9,1.0,0.21999999999999997,0.5215081945477283,0.2827481018893244,0.2,0.42139880092309207,0,0.3042726259360089,PHY1317,SITE217,CRSsNP-001,0,Weak Match
ENT,963,178,3,28,3,38,0.3552897660162446,0.5129970694883651,3,14,5,1.0,0.43999999999999995,0.888373368765919,0.05726413469994196,0.18483904465212878,0.35782525122642866,0,0.3612678801189563,PHY1318,SITE218,CRSsNP-001,0,Weak Match
